Network,MAC,SSID,Frequency,Signal,Lat,Lon,Alt,Time,,DiffLat,DiffLon,DiffAlt,Network,MAC,SSID,Frequency,Signal,Lat,Lon,Alt,Time
254,24:79:2a:2c:61:68,Ariel_University,6,-83,32.10404711,35.21059905,696.72706,03/12/2017 08:51,Approx. w-center algo1,0,0,0,241,24:79:2a:2c:61:68,Ariel_University,6,-83,32.10404711,35.21059905,696.72706,03/12/2017 08:42
183,24:79:2a:2c:61:6c,Ariel_University,36,-92,32.10413713,35.21082446,704.7212452,03/12/2017 08:51,Approx. w-center algo1,0,0,0,213,24:79:2a:2c:61:6c,Ariel_University,36,-92,32.10413713,35.21082446,704.7212452,03/12/2017 08:51
400,24:79:2a:ab:24:97, ,36,-86,32.10406638,35.21063208,704.8039142,03/12/2017 08:51,Approx. w-center algo1,0,0,0,372,24:79:2a:ab:24:97, ,36,-86,32.10406638,35.21063208,704.8039142,03/12/2017 08:51
372,24:79:2a:ab:bd:87, ,44,-84,32.10379296,35.21009371,703.0188089,03/12/2017 09:06,Approx. w-center algo1,0,0,0,118,24:79:2a:ab:bd:87, ,44,-84,32.10379296,35.21009371,703.0188089,03/12/2017 08:42
111,24:79:2a:ac:5b:d7, ,36,-82,32.1044413,35.20944049,719.699929,03/12/2017 08:53,Approx. w-center algo1,0,0,0,357,24:79:2a:ac:5b:d7, ,36,-82,32.1044413,35.20944049,719.699929,03/12/2017 08:45
351,24:79:2a:ac:5c:17, ,36,-91,32.10398654,35.21044402,705.104886,03/12/2017 08:51,Approx. w-center algo1,0,0,0,30,24:79:2a:ac:5c:17, ,36,-91,32.10398654,35.21044402,705.104886,03/12/2017 08:51
88,24:c9:a1:36:52:d8,Ariel_University,1,-90,32.10481856,35.21012315,726.1049343,03/12/2017 08:53,Approx. w-center algo1,0,0,0,64,24:c9:a1:36:52:d8,Ariel_University,1,-90,32.10481856,35.21012315,726.1049343,03/12/2017 08:53
171,30:b5:c2:b8:40:36, ,13,-91,32.10494483,35.2104469,717.6172124,03/12/2017 08:49,Approx. w-center algo1,0,0,0,35,30:b5:c2:b8:40:36, ,13,-91,32.10494483,35.2104469,717.6172124,03/12/2017 08:49
289,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-79,32.1034712,35.20958071,701.3552995,03/12/2017 09:05,Approx. w-center algo1,0,0,0,363,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-79,32.1034712,35.20958071,701.3552995,03/12/2017 08:45
287,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,6,-83,32.10419579,35.20912677,700.8868205,03/12/2017 08:54,Approx. w-center algo1,0,0,0,361,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,6,-83,32.10419579,35.20912677,700.8868205,03/12/2017 08:41
292,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-83,32.10455252,35.2096924,689,03/12/2017 08:50,Approx. w-center algo1,0,0,0,358,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-83,32.10455252,35.2096924,689,03/12/2017 08:50
275,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,6,-80,32.10263817,35.20987678,693.83913,03/12/2017 08:46,Approx. w-center algo1,0,0,0,9,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,6,-80,32.10263817,35.20987678,693.83913,03/12/2017 08:42
194,30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,6,-76,32.10201315,35.20972857,690.9557849,03/12/2017 08:50,Approx. w-center algo1,0,0,0,380,30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,6,-76,32.10201315,35.20972857,690.9557849,03/12/2017 08:41
278,30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,6,-93,32.10497523,35.21118447,698,03/12/2017 08:49,Approx. w-center algo1,0,0,0,343,30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,6,-93,32.10497523,35.21118447,698,03/12/2017 08:49
81,34:0b:01:19:21:42,afikim-wifi,7,-91,32.1025333,35.20726399,699.2877605,03/12/2017 08:37,Approx. w-center algo1,0,0,0,391,34:0b:01:19:21:42,afikim-wifi,7,-91,32.1025333,35.20726399,699.2877605,03/12/2017 08:37
117,34:8f:27:20:89:b8,Ariel_University,6,-78,32.10404174,35.20916332,691.4550621,03/12/2017 08:41,Approx. w-center algo1,1.799E-05,-5.89E-06,1.3349193,267,34:8f:27:20:89:b8,Ariel_University,6,-78,32.10402375,35.20916921,690.1201428,03/12/2017 08:41
196,34:8f:27:20:89:bc,Ariel_University,44,-87,32.10446697,35.20942986,692.9030486,03/12/2017 08:41,Approx. w-center algo1,0,0,0,236,34:8f:27:20:89:bc,Ariel_University,44,-87,32.10446697,35.20942986,692.9030486,03/12/2017 08:41
363,34:8f:27:20:8c:18,Ariel_University,6,-86,32.10287514,35.20909667,693.7861545,03/12/2017 08:41,Approx. w-center algo1,0,0,0,116,34:8f:27:20:8c:18,Ariel_University,6,-86,32.10287514,35.20909667,693.7861545,03/12/2017 08:41
304,34:8f:27:a0:89:b7, ,44,-89,32.10446697,35.20942986,692.9030486,03/12/2017 08:41,Approx. w-center algo1,0,0,0,377,34:8f:27:a0:89:b7, ,44,-89,32.10446697,35.20942986,692.9030486,03/12/2017 08:41
296,38:a2:8c:02:e7:6e,SAMSONIX ML_003,6,-91,32.10500248,35.21047226,692.7188464,03/12/2017 08:40,Approx. w-center algo1,0,0,0,295,38:a2:8c:02:e7:6e,SAMSONIX ML_003,6,-91,32.10500248,35.21047226,692.7188464,03/12/2017 08:40
349,3c:1e:04:05:5f:f5,BezeqNGN_009030_2.4GHz_1,1,-92,32.10427769,35.21140689,701.7264124,03/12/2017 08:55,Approx. w-center algo1,0,0,0,218,3c:1e:04:05:5f:f5,BezeqNGN_009030_2.4GHz_1,1,-92,32.10427769,35.21140689,701.7264124,03/12/2017 08:47
311,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-80,32.10377344,35.21013482,699.0985951,03/12/2017 09:05,Approx. w-center algo1,0,0,0,72,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-80,32.10377344,35.21013482,699.0985951,03/12/2017 08:42
1,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-61,32.10311266,35.20972713,698.451519,03/12/2017 09:03,Approx. w-center algo1,0,0,0,107,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-61,32.10311266,35.20972713,698.451519,03/12/2017 08:42
61,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,6,-72,32.10360702,35.20990818,700.2261391,03/12/2017 09:06,Approx. w-center algo1,0,0,0,58,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,6,-72,32.10360702,35.20990818,700.2261391,03/12/2017 08:42
58,3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,6,-73,32.10218764,35.20929027,694.1649424,03/12/2017 08:46,Approx. w-center algo1,0,0,0,57,3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,6,-73,32.10218764,35.20929027,694.1649424,03/12/2017 08:41
190,40:a5:ef:7a:17:f2,2.4V1,1,-72,32.10248599,35.20991863,697.3346165,03/12/2017 08:46,Approx. w-center algo1,0,0,0,219,40:a5:ef:7a:17:f2,2.4V1,1,-72,32.10248599,35.20991863,697.3346165,03/12/2017 08:41
86,48:ee:0c:3e:86:dd,tachlit3,7,-85,32.10238354,35.20883676,689.4879837,03/12/2017 08:46,Approx. w-center algo1,0,0,0,268,48:ee:0c:3e:86:dd,tachlit3,7,-85,32.10238354,35.20883676,689.4879837,03/12/2017 08:41
402,58:70:c6:00:d0:f1,YICarCam_00d0f1,6,-84,32.10577583,35.2099709,688.5217353,03/12/2017 08:39,Approx. w-center algo1,0,0,0,63,58:70:c6:00:d0:f1,YICarCam_00d0f1,6,-84,32.10577583,35.2099709,688.5217353,03/12/2017 08:38
115,58:70:c6:fb:68:7a,YICarCam_fb687a,5,-88,32.10436268,35.20927747,692.9954485,03/12/2017 08:41,Approx. w-center algo1,0,0,0,25,58:70:c6:fb:68:7a,YICarCam_fb687a,5,-88,32.10436268,35.20927747,692.9954485,03/12/2017 08:41
36,58:70:c6:fb:96:30,YICarCam_fb9630,5,-88,32.10473133,35.21000489,687,03/12/2017 08:49,Approx. w-center algo1,0,0,0,325,58:70:c6:fb:96:30,YICarCam_fb9630,5,-88,32.10473133,35.21000489,687,03/12/2017 08:49
368,60:e3:27:7b:e0:98,HelpDesk,4,-79,32.10394658,35.21002476,700.6934473,03/12/2017 09:06,Approx. w-center algo1,0,0,0,319,60:e3:27:7b:e0:98,HelpDesk,4,-79,32.10394658,35.21002476,700.6934473,03/12/2017 08:42
259,62:ab:1b:60:b4:cb,Bezeq Free,8,-79,32.1022915,35.20941407,696.498225,03/12/2017 08:54,Approx. w-center algo1,-7.902E-05,0.00023733,-0.234889,315,62:ab:1b:60:b4:cb,Bezeq Free,8,-79,32.10237052,35.20917674,696.733114,03/12/2017 08:41
66,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,11,-84,32.10474846,35.21005988,687,03/12/2017 08:45,Approx. w-center algo1,0,0,0,186,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,11,-84,32.10474846,35.21005988,687,03/12/2017 08:45
100,70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,11,-75,32.10447804,35.20959776,687,03/12/2017 08:45,Approx. w-center algo1,0,0,0,300,70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,11,-75,32.10447804,35.20959776,687,03/12/2017 08:45
158,74:ea:3a:ad:d1:50,TP-LINK_ADD150,4,-71,32.10372518,35.20937448,690.0337546,03/12/2017 08:40,Approx. w-center algo1,0,0,0,385,74:ea:3a:ad:d1:50,TP-LINK_ADD150,4,-71,32.10372518,35.20937448,690.0337546,03/12/2017 08:40
273,7e:ff:30:08:7f:bd,SETUP,11,-80,32.10241537,35.208865,688,03/12/2017 08:46,Approx. w-center algo1,0,0,0,23,7e:ff:30:08:7f:bd,SETUP,11,-80,32.10241537,35.208865,688,03/12/2017 08:46
310,80:37:73:d7:ab:3a,Hoom_2.4,1,-88,32.10246378,35.2075634,694.1299433,03/12/2017 08:37,Approx. w-center algo1,0,0,0,290,80:37:73:d7:ab:3a,Hoom_2.4,1,-88,32.10246378,35.2075634,694.1299433,03/12/2017 08:37
71,84:c9:b2:4a:e7:87,dlink,2,-86,32.10441405,35.20788087,689.9496965,03/12/2017 08:38,Approx. w-center algo1,0,0,0,176,84:c9:b2:4a:e7:87,dlink,2,-86,32.10441405,35.20788087,689.9496965,03/12/2017 08:38
327,84:c9:b2:b7:c8:2d,Bezeq,6,-82,32.10258121,35.20997251,698.0276206,03/12/2017 08:46,Approx. w-center algo1,0,0,0,304,84:c9:b2:b7:c8:2d,Bezeq,6,-82,32.10258121,35.20997251,698.0276206,03/12/2017 08:46
350,8c:0c:90:2d:34:38,Ariel_University,11,-75,32.1040782,35.21069042,696.4326714,03/12/2017 08:51,Approx. w-center algo1,0,0,0,55,8c:0c:90:2d:34:38,Ariel_University,11,-75,32.1040782,35.21069042,696.4326714,03/12/2017 08:42
325,8c:0c:90:2d:75:e8,Ariel_University,1,-76,32.10277061,35.20910693,693.440656,03/12/2017 08:41,Approx. w-center algo1,0,0,0,1,8c:0c:90:2d:75:e8,Ariel_University,1,-76,32.10277061,35.20910693,693.440656,03/12/2017 08:41
67,8c:0c:90:2e:16:88,Ariel_University,11,-78,32.10372667,35.20956252,700.11395,03/12/2017 08:45,Approx. w-center algo1,0,0,0,128,8c:0c:90:2e:16:88,Ariel_University,11,-78,32.10372667,35.20956252,700.11395,03/12/2017 08:41
360,8c:0c:90:2e:e8:18,Ariel_University,6,-60,32.10412656,35.21084685,699.489528,03/12/2017 08:51,Approx. w-center algo1,0,0,0,135,8c:0c:90:2e:e8:18,Ariel_University,6,-60,32.10412656,35.21084685,699.489528,03/12/2017 08:42
45,8c:0c:90:2f:36:58,Ariel_University,1,-71,32.1047561,35.20996993,699.1416431,03/12/2017 08:45,Approx. w-center algo1,0,0,0,364,8c:0c:90:2f:36:58,Ariel_University,1,-71,32.1047561,35.20996993,699.1416431,03/12/2017 08:40
406,8c:0c:90:2f:ca:18,Ariel_University,1,-87,32.1038601,35.20889524,715.6639357,03/12/2017 08:45,Approx. w-center algo1,0,0,0,244,8c:0c:90:2f:ca:18,Ariel_University,1,-87,32.1038601,35.20889524,715.6639357,03/12/2017 08:45
226,8c:0c:90:2f:d3:d8,Ariel_University,11,-80,32.10450243,35.21095633,695.2145993,03/12/2017 08:42,Approx. w-center algo1,0,0,0,39,8c:0c:90:2f:d3:d8,Ariel_University,11,-80,32.10450243,35.21095633,695.2145993,03/12/2017 08:40
167,8c:0c:90:6e:16:88, ,11,-78,32.10366838,35.20889033,699.4671303,03/12/2017 08:45,Approx. w-center algo1,-2.557E-05,-0.00031556,-0.5155607,192,8c:0c:90:6e:16:88, ,11,-78,32.10369395,35.20920589,699.982691,03/12/2017 08:41
44,8c:0c:90:6f:36:58, ,1,-74,32.1046934,35.20992463,706.1602376,03/12/2017 08:53,Approx. w-center algo1,0,0,0,141,8c:0c:90:6f:36:58, ,1,-74,32.1046934,35.20992463,706.1602376,03/12/2017 08:45
375,8c:0c:90:ad:75:e3, ,1,-79,32.1031686,35.20879221,703.6473822,03/12/2017 08:45,Approx. w-center algo1,0,0,0,277,8c:0c:90:ad:75:e3, ,1,-79,32.1031686,35.20879221,703.6473822,03/12/2017 08:45
211,8c:0c:90:ae:16:83, ,11,-79,32.10375365,35.20910164,704.4018945,03/12/2017 08:45,Approx. w-center algo1,0.00017041,3.623E-05,-5.0540297,275,8c:0c:90:ae:16:83, ,11,-79,32.10358324,35.20906541,709.4559242,03/12/2017 08:41
80,8c:0c:90:af:76:53, ,6,-90,32.10521012,35.21178481,692.3377116,03/12/2017 08:39,Approx. w-center algo1,0,0,0,379,8c:0c:90:af:76:53, ,6,-90,32.10521012,35.21178481,692.3377116,03/12/2017 08:39
173,90:6c:ac:9f:f1:c5,CliClap,2,-86,32.10432787,35.20944039,718.4184378,03/12/2017 08:45,Approx. w-center algo1,0,0,0,320,90:6c:ac:9f:f1:c5,CliClap,2,-86,32.10432787,35.20944039,718.4184378,03/12/2017 08:45
188,90:6c:ac:9f:fb:1f,Guest,1,-69,32.10480393,35.20975666,687.6128168,03/12/2017 08:50,Approx. w-center algo1,0.00010049,-0.00018788,-0.857457,223,90:6c:ac:9f:fb:1f,Guest,1,-69,32.10470344,35.20994454,688.4702738,03/12/2017 08:38
179,90:6c:ac:9f:fb:27,Guest,36,-89,32.10489301,35.20928225,690.7435731,03/12/2017 08:41,Approx. w-center algo1,0,0,0,235,90:6c:ac:9f:fb:27,Guest,36,-89,32.10489301,35.20928225,690.7435731,03/12/2017 08:38
355,90:6c:ac:a0:18:29,Guest,6,-77,32.10350319,35.20927794,696.0844933,03/12/2017 08:50,Approx. w-center algo1,0,0,0,347,90:6c:ac:a0:18:29,Guest,6,-77,32.10350319,35.20927794,696.0844933,03/12/2017 08:41
46,90:6c:ac:a0:3d:eb,Guest,3,-73,32.10363544,35.20922846,699.7314089,03/12/2017 08:58,Approx. w-center algo1,0,0,0,256,90:6c:ac:a0:3d:eb,Guest,3,-73,32.10363544,35.20922846,699.7314089,03/12/2017 08:40
302,90:6c:ac:a0:60:4d,Guest,1,-72,32.10462256,35.20977543,689.1632025,03/12/2017 08:40,Approx. w-center algo1,0,0,0,28,90:6c:ac:a0:60:4d,Guest,1,-72,32.10462256,35.20977543,689.1632025,03/12/2017 08:40
290,90:6c:ac:a0:60:55,Guest,36,-82,32.10465583,35.20979911,721.9074686,03/12/2017 08:53,Approx. w-center algo1,0,0,0,37,90:6c:ac:a0:60:55,Guest,36,-82,32.10465583,35.20979911,721.9074686,03/12/2017 08:53
62,90:6c:ac:a0:7b:4d,EVE,11,-64,32.10468954,35.20992443,687.6462582,03/12/2017 08:45,Approx. w-center algo1,0,0,0,401,90:6c:ac:a0:7b:4d,EVE,11,-64,32.10468954,35.20992443,687.6462582,03/12/2017 08:38
102,90:6c:ac:a0:7b:55,EVE,52,-73,32.10465583,35.20979911,721.9074686,03/12/2017 08:53,Approx. w-center algo1,0,0,0,407,90:6c:ac:a0:7b:55,EVE,52,-73,32.10465583,35.20979911,721.9074686,03/12/2017 08:53
358,90:8d:78:54:6b:4d,Salomon,1,-85,32.10460375,35.20980757,701.42568,03/12/2017 08:45,Approx. w-center algo1,0,0,0,246,90:8d:78:54:6b:4d,Salomon,1,-85,32.10460375,35.20980757,701.42568,03/12/2017 08:45
192,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,6,-91,32.10473133,35.21000489,687,03/12/2017 08:49,Approx. w-center algo1,0,0,0,170,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,6,-91,32.10473133,35.21000489,687,03/12/2017 08:49
201,a0:4f:d4:3a:a0:e1,Cellcom-WiFi_0123,11,-89,32.10252819,35.2073457,700.1622739,03/12/2017 08:37,Approx. w-center algo1,0,0,0,138,a0:4f:d4:3a:a0:e1,Cellcom-WiFi_0123,11,-89,32.10252819,35.2073457,700.1622739,03/12/2017 08:37
162,a0:4f:d4:3b:e9:01,Lidor a,6,-84,32.10252819,35.2073457,700.1622739,03/12/2017 08:37,Approx. w-center algo1,0,0,0,217,a0:4f:d4:3b:e9:01,Lidor a,6,-84,32.10252819,35.2073457,700.1622739,03/12/2017 08:37
336,a0:4f:d4:46:a9:e1,richman,11,-92,32.10325457,35.20776622,690.8153989,03/12/2017 08:37,Approx. w-center algo1,0,0,0,36,a0:4f:d4:46:a9:e1,richman,11,-92,32.10325457,35.20776622,690.8153989,03/12/2017 08:37
204,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-76,32.10381188,35.20949068,703.5042378,03/12/2017 09:05,Approx. w-center algo1,0,0,0,209,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-76,32.10381188,35.20949068,703.5042378,03/12/2017 08:41
233,a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,6,-70,32.10213234,35.20919276,694.8823931,03/12/2017 08:46,Approx. w-center algo1,0,0,0,88,a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,6,-70,32.10213234,35.20919276,694.8823931,03/12/2017 08:41
348,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,6,-86,32.10451024,35.20956265,690.9289641,03/12/2017 08:50,Approx. w-center algo1,0,0,0,382,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,6,-86,32.10451024,35.20956265,690.9289641,03/12/2017 08:41
359,a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,6,-92,32.10497406,35.2111867,696,03/12/2017 08:49,Approx. w-center algo1,0,0,0,232,a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,6,-92,32.10497406,35.2111867,696,03/12/2017 08:49
271,a0:ab:1b:59:55:54,ear,1,-85,32.10251814,35.20734901,698.9056862,03/12/2017 08:37,Approx. w-center algo1,0,0,0,399,a0:ab:1b:59:55:54,ear,1,-85,32.10251814,35.20734901,698.9056862,03/12/2017 08:37
133,a0:ab:1b:60:b4:ca,36518749,8,-79,32.10231851,35.20917581,691.9385188,03/12/2017 08:50,Approx. w-center algo1,3.026E-05,-3.456E-05,0.7851654,253,a0:ab:1b:60:b4:ca,36518749,8,-79,32.10228825,35.20921037,691.1533534,03/12/2017 08:41
357,a2:6c:ac:9f:f1:c5,Guest,2,-76,32.10435443,35.20935854,703.3204883,03/12/2017 08:50,Approx. w-center algo1,0,0,0,378,a2:6c:ac:9f:f1:c5,Guest,2,-76,32.10435443,35.20935854,703.3204883,03/12/2017 08:45
337,a2:6c:ac:9f:fb:1f,Neuropplied,1,-69,32.10466326,35.20987986,695.4692735,03/12/2017 08:50,Approx. w-center algo1,0,0,0,286,a2:6c:ac:9f:fb:1f,Neuropplied,1,-69,32.10466326,35.20987986,695.4692735,03/12/2017 08:40
345,a2:6c:ac:9f:fb:27,Neuropplied,36,-88,32.1048928,35.20928225,690.744435,03/12/2017 08:41,Approx. w-center algo1,0,0,0,292,a2:6c:ac:9f:fb:27,Neuropplied,36,-88,32.1048928,35.20928225,690.744435,03/12/2017 08:38
126,a2:6c:ac:a0:18:29,artsim,6,-75,32.10366632,35.20929376,689.7993843,03/12/2017 08:57,Approx. w-center algo1,0,0,0,406,a2:6c:ac:a0:18:29,artsim,6,-75,32.10366632,35.20929376,689.7993843,03/12/2017 08:41
291,a2:6c:ac:a0:3d:eb,giftwizard,3,-72,32.10377792,35.20942332,700.3527649,03/12/2017 08:45,Approx. w-center algo1,0,0,0,306,a2:6c:ac:a0:3d:eb,giftwizard,3,-72,32.10377792,35.20942332,700.3527649,03/12/2017 08:40
23,a2:6c:ac:a0:60:4d,incentive2,1,-72,32.10429526,35.20945966,689.2506394,03/12/2017 08:40,Approx. w-center algo1,0,0,0,102,a2:6c:ac:a0:60:4d,incentive2,1,-72,32.10429526,35.20945966,689.2506394,03/12/2017 08:40
32,a2:6c:ac:a0:60:55,incentive2,36,-82,32.10456879,35.2096993,704.333147,03/12/2017 08:53,Approx. w-center algo1,0,0,0,114,a2:6c:ac:a0:60:55,incentive2,36,-82,32.10456879,35.2096993,704.333147,03/12/2017 08:45
268,a2:6c:ac:a0:7b:4d,Guest,11,-64,32.10467761,35.20988524,695.6775622,03/12/2017 08:45,Approx. w-center algo1,0,0,0,41,a2:6c:ac:a0:7b:4d,Guest,11,-64,32.10467761,35.20988524,695.6775622,03/12/2017 08:40
274,a2:6c:ac:a0:7b:55,Guest,52,-73,32.10467787,35.20981345,708.6936299,03/12/2017 08:53,Approx. w-center algo1,0,0,0,51,a2:6c:ac:a0:7b:55,Guest,52,-73,32.10467787,35.20981345,708.6936299,03/12/2017 08:40
155,a4:08:f5:20:72:6a,HOTFiber-3C40,1,-87,32.10286151,35.2076292,691.1036072,03/12/2017 08:37,Approx. w-center algo1,0,0,0,96,a4:08:f5:20:72:6a,HOTFiber-3C40,1,-87,32.10286151,35.2076292,691.1036072,03/12/2017 08:37
299,ac:83:f3:b2:00:e9,SAMSONIX R500-e-09,1,-84,32.10500248,35.21047226,692.7188464,03/12/2017 08:40,Approx. w-center algo1,0,0,0,387,ac:83:f3:b2:00:e9,SAMSONIX R500-e-09,1,-84,32.10500248,35.21047226,692.7188464,03/12/2017 08:40
